ACADEMIC_YEAR,CURRENT_APPLICATION_NUMBER,CURRENT_INSTITUTE_NAME,CURRENT_INSTITUTE_ADDRESS,PROGRAMME,LEVEL_CATEGORY,INSTI_REGION,INSTI_STATE,INSTITUTE_DISTRICT,INSTI_CITY,INST_TYPE,WOMEN_INST_FLAG,MINORITY_FLAG,sno
2017-2018,1-2813257816,VIJAY COLLEGE OF ENGINEERING FOR WOMEN,"VILL:MANIKBHANDAR
MANDAL: MAKLOOR,
DISTRICT: NIZAMABAD-503003",ENGINEERING AND TECHNOLOGY,PG,South-Central,Telangana,NIZAMABAD,NIZAMABAD,Unaided - Private,Y,N,1045
2017-2018,1-2813257816,VIJAY COLLEGE OF ENGINEERING FOR WOMEN,"VILL:MANIKBHANDAR
MANDAL: MAKLOOR,
DISTRICT: NIZAMABAD-503003",ENGINEERING AND TECHNOLOGY,PG,South-Central,Telangana,NIZAMABAD,NIZAMABAD,Unaided - Private,Y,N,1046
2017-2018,1-2813257816,VIJAY COLLEGE OF ENGINEERING FOR WOMEN,"VILL:MANIKBHANDAR
MANDAL: MAKLOOR,
DISTRICT: NIZAMABAD-503003",ENGINEERING AND TECHNOLOGY,DIPLOMA,South-Central,Telangana,NIZAMABAD,NIZAMABAD,Unaided - Private,Y,N,1047
2017-2018,1-2813257816,VIJAY COLLEGE OF ENGINEERING FOR WOMEN,"VILL:MANIKBHANDAR
MANDAL: MAKLOOR,
DISTRICT: NIZAMABAD-503003",ENGINEERING AND TECHNOLOGY,UG,South-Central,Telangana,NIZAMABAD,NIZAMABAD,Unaided - Private,Y,N,1048
2017-2018,1-2813257816,VIJAY COLLEGE OF ENGINEERING FOR WOMEN,"VILL:MANIKBHANDAR
MANDAL: MAKLOOR,
DISTRICT: NIZAMABAD-503003",ENGINEERING AND TECHNOLOGY,UG,South-Central,Telangana,NIZAMABAD,NIZAMABAD,Unaided - Private,Y,N,1049
2017-2018,1-2813257816,VIJAY COLLEGE OF ENGINEERING FOR WOMEN,"VILL:MANIKBHANDAR
MANDAL: MAKLOOR,
DISTRICT: NIZAMABAD-503003",ENGINEERING AND TECHNOLOGY,UG,South-Central,Telangana,NIZAMABAD,NIZAMABAD,Unaided - Private,Y,N,1050
2017-2018,1-2813257816,VIJAY COLLEGE OF ENGINEERING FOR WOMEN,"VILL:MANIKBHANDAR
MANDAL: MAKLOOR,
DISTRICT: NIZAMABAD-503003",ENGINEERING AND TECHNOLOGY,UG,South-Central,Telangana,NIZAMABAD,NIZAMABAD,Unaided - Private,Y,N,1051
2017-2018,1-2814125936,KITE COLLEGE  OF PROFESSIONAL ENGINEERING SCIENCES,"SHABAD, RANGA REDDY DISTRICT - 509217
ANDHRA PRADESH",ENGINEERING AND TECHNOLOGY,PG,South-Central,Telangana,RANGAREDDI,RANGA REDDY,Unaided - Private,N,N,1052
2017-2018,1-2814125936,KITE COLLEGE  OF PROFESSIONAL ENGINEERING SCIENCES,"SHABAD, RANGA REDDY DISTRICT - 509217
ANDHRA PRADESH",ENGINEERING AND TECHNOLOGY,PG,South-Central,Telangana,RANGAREDDI,RANGA REDDY,Unaided - Private,N,N,1053
2017-2018,1-2814125936,KITE COLLEGE  OF PROFESSIONAL ENGINEERING SCIENCES,"SHABAD, RANGA REDDY DISTRICT - 509217
ANDHRA PRADESH",ENGINEERING AND TECHNOLOGY,UG,South-Central,Telangana,RANGAREDDI,RANGA REDDY,Unaided - Private,N,N,1054
2017-2018,1-2814125936,KITE COLLEGE  OF PROFESSIONAL ENGINEERING SCIENCES,"SHABAD, RANGA REDDY DISTRICT - 509217
ANDHRA PRADESH",ENGINEERING AND TECHNOLOGY,UG,South-Central,Telangana,RANGAREDDI,RANGA REDDY,Unaided - Private,N,N,1055
2017-2018,1-2814125936,KITE COLLEGE  OF PROFESSIONAL ENGINEERING SCIENCES,"SHABAD, RANGA REDDY DISTRICT - 509217
ANDHRA PRADESH",ENGINEERING AND TECHNOLOGY,UG,South-Central,Telangana,RANGAREDDI,RANGA REDDY,Unaided - Private,N,N,1056
2017-2018,1-2814125936,KITE COLLEGE  OF PROFESSIONAL ENGINEERING SCIENCES,"SHABAD, RANGA REDDY DISTRICT - 509217
ANDHRA PRADESH",ENGINEERING AND TECHNOLOGY,UG,South-Central,Telangana,RANGAREDDI,RANGA REDDY,Unaided - Private,N,N,1057
2017-2018,1-2814088386,SHANTINIKETAN INSTITUTE OF TECHNOLOGY,"9-108, DAMENIDU, BHEEMA REDDY MARG, SETTIPALLI OST, RENIGUNTA ROAD, TIRUPATI, 517506",MANAGEMENT,PG,South-Central,Andhra Pradesh,CHITTOOR,TIRUPATI,Unaided - Private,N,N,1058
2017-2018,1-2813397571,SRI YPR COLLEGE OF ENGINEERING & TECHNOLOGY,"HEVELI GHANPUR ,MEDAK,MEDAK DISTRICT,MEDAK MANDAL,ANDHRAPRADESH,PIN 502113",ENGINEERING AND TECHNOLOGY,PG,South-Central,Telangana,MEDAK,MEDAK,Unaided - Private,N,N,1059
2017-2018,1-2813397571,SRI YPR COLLEGE OF ENGINEERING & TECHNOLOGY,"HEVELI GHANPUR ,MEDAK,MEDAK DISTRICT,MEDAK MANDAL,ANDHRAPRADESH,PIN 502113",ENGINEERING AND TECHNOLOGY,UG,South-Central,Telangana,MEDAK,MEDAK,Unaided - Private,N,N,1060
2017-2018,1-2813397571,SRI YPR COLLEGE OF ENGINEERING & TECHNOLOGY,"HEVELI GHANPUR ,MEDAK,MEDAK DISTRICT,MEDAK MANDAL,ANDHRAPRADESH,PIN 502113",ENGINEERING AND TECHNOLOGY,UG,South-Central,Telangana,MEDAK,MEDAK,Unaided - Private,N,N,1061
2017-2018,1-2813397571,SRI YPR COLLEGE OF ENGINEERING & TECHNOLOGY,"HEVELI GHANPUR ,MEDAK,MEDAK DISTRICT,MEDAK MANDAL,ANDHRAPRADESH,PIN 502113",ENGINEERING AND TECHNOLOGY,UG,South-Central,Telangana,MEDAK,MEDAK,Unaided - Private,N,N,1062
2017-2018,1-2813397571,SRI YPR COLLEGE OF ENGINEERING & TECHNOLOGY,"HEVELI GHANPUR ,MEDAK,MEDAK DISTRICT,MEDAK MANDAL,ANDHRAPRADESH,PIN 502113",ENGINEERING AND TECHNOLOGY,UG,South-Central,Telangana,MEDAK,MEDAK,Unaided - Private,N,N,1063
2017-2018,1-2813397571,SRI YPR COLLEGE OF ENGINEERING & TECHNOLOGY,"HEVELI GHANPUR ,MEDAK,MEDAK DISTRICT,MEDAK MANDAL,ANDHRAPRADESH,PIN 502113",ENGINEERING AND TECHNOLOGY,UG,South-Central,Telangana,MEDAK,MEDAK,Unaided - Private,N,N,1064
2017-2018,1-2813348178,SAHASRA COLLEGE OF ENGINEEERING FOR WOMEN,"NEAR AYYAPPA SWAMY TEMPLE
MULUGU ROAD
VANGAPAHAD (V),
AGRICULTURAL  RESEARCH STATION  POST,
DIST            : WARANGAL -506007
ANDHRA PRADESH.",ENGINEERING AND TECHNOLOGY,DIPLOMA,South-Central,Telangana,WARANGAL,WARANGAL,Unaided - Private,Y,N,1065
2017-2018,1-2813348178,SAHASRA COLLEGE OF ENGINEEERING FOR WOMEN,"NEAR AYYAPPA SWAMY TEMPLE
MULUGU ROAD
VANGAPAHAD (V),
AGRICULTURAL  RESEARCH STATION  POST,
DIST            : WARANGAL -506007
ANDHRA PRADESH.",ENGINEERING AND TECHNOLOGY,DIPLOMA,South-Central,Telangana,WARANGAL,WARANGAL,Unaided - Private,Y,N,1066
2017-2018,1-2813348178,SAHASRA COLLEGE OF ENGINEEERING FOR WOMEN,"NEAR AYYAPPA SWAMY TEMPLE
MULUGU ROAD
VANGAPAHAD (V),
AGRICULTURAL  RESEARCH STATION  POST,
DIST            : WARANGAL -506007
ANDHRA PRADESH.",ENGINEERING AND TECHNOLOGY,PG,South-Central,Telangana,WARANGAL,WARANGAL,Unaided - Private,Y,N,1067
2017-2018,1-2813348178,SAHASRA COLLEGE OF ENGINEEERING FOR WOMEN,"NEAR AYYAPPA SWAMY TEMPLE
MULUGU ROAD
VANGAPAHAD (V),
AGRICULTURAL  RESEARCH STATION  POST,
DIST            : WARANGAL -506007
ANDHRA PRADESH.",ENGINEERING AND TECHNOLOGY,PG,South-Central,Telangana,WARANGAL,WARANGAL,Unaided - Private,Y,N,1068
2017-2018,1-2813348178,SAHASRA COLLEGE OF ENGINEEERING FOR WOMEN,"NEAR AYYAPPA SWAMY TEMPLE
MULUGU ROAD
VANGAPAHAD (V),
AGRICULTURAL  RESEARCH STATION  POST,
DIST            : WARANGAL -506007
ANDHRA PRADESH.",ENGINEERING AND TECHNOLOGY,UG,South-Central,Telangana,WARANGAL,WARANGAL,Unaided - Private,Y,N,1069
2017-2018,1-2813348178,SAHASRA COLLEGE OF ENGINEEERING FOR WOMEN,"NEAR AYYAPPA SWAMY TEMPLE
MULUGU ROAD
VANGAPAHAD (V),
AGRICULTURAL  RESEARCH STATION  POST,
DIST            : WARANGAL -506007
ANDHRA PRADESH.",ENGINEERING AND TECHNOLOGY,UG,South-Central,Telangana,WARANGAL,WARANGAL,Unaided - Private,Y,N,1070
2017-2018,1-2813348178,SAHASRA COLLEGE OF ENGINEEERING FOR WOMEN,"NEAR AYYAPPA SWAMY TEMPLE
MULUGU ROAD
VANGAPAHAD (V),
AGRICULTURAL  RESEARCH STATION  POST,
DIST            : WARANGAL -506007
ANDHRA PRADESH.",ENGINEERING AND TECHNOLOGY,UG,South-Central,Telangana,WARANGAL,WARANGAL,Unaided - Private,Y,N,1071
2017-2018,1-2813348178,SAHASRA COLLEGE OF ENGINEEERING FOR WOMEN,"NEAR AYYAPPA SWAMY TEMPLE
MULUGU ROAD
VANGAPAHAD (V),
AGRICULTURAL  RESEARCH STATION  POST,
DIST            : WARANGAL -506007
ANDHRA PRADESH.",ENGINEERING AND TECHNOLOGY,UG,South-Central,Telangana,WARANGAL,WARANGAL,Unaided - Private,Y,N,1072
2017-2018,1-2813348178,SAHASRA COLLEGE OF ENGINEEERING FOR WOMEN,"NEAR AYYAPPA SWAMY TEMPLE
MULUGU ROAD
VANGAPAHAD (V),
AGRICULTURAL  RESEARCH STATION  POST,
DIST            : WARANGAL -506007
ANDHRA PRADESH.",ENGINEERING AND TECHNOLOGY,PG,South-Central,Telangana,WARANGAL,WARANGAL,Unaided - Private,Y,N,1073
2017-2018,1-2813348178,SAHASRA COLLEGE OF ENGINEEERING FOR WOMEN,"NEAR AYYAPPA SWAMY TEMPLE
MULUGU ROAD
VANGAPAHAD (V),
AGRICULTURAL  RESEARCH STATION  POST,
DIST            : WARANGAL -506007
ANDHRA PRADESH.",ENGINEERING AND TECHNOLOGY,PG,South-Central,Telangana,WARANGAL,WARANGAL,Unaided - Private,Y,N,1074
2017-2018,1-2814070770,G.B.R.DEGREE COLLEGE (P.G.COURSES)-MCA PROGRAMME,"G.B.R.DEGREE COLLEGE(P.G.COURSES)-MCA PROGRAMME, D.NO:4-263,
DUPPALAPUDI ROAD,
ANAPARTHI.",MCA,PG,South-Central,Andhra Pradesh,EAST GODAVARI,ANAPARTHI,Unaided - Private,N,N,1075
2017-2018,1-2814028938,BHARAT SCHOOL OF MANAGEMENT,"MANGALPALLY (V)
IBRAHIMPATNAM(M)
RANGAREDDY(DIST)-501 510.",MANAGEMENT,PG,South-Central,Telangana,RANGAREDDI,MANGALPALLY,Unaided - Private,N,N,1076
2017-2018,1-2864386222,MADHIRA INSTITUTE OF TECH. & SCIENCE/MBA,"MADHIRANAGAR,
PALEANNARAM (V),
CHILKUR (M),
KODAD,
NALGONDA",MANAGEMENT,PG,South-Central,Telangana,NALGONDA,KODAD,Unaided - Private,N,N,1077
2017-2018,1-2864376533,MADHIRA INSTITUTE OF TECH. & SCIENCE,"MADHIRANAGAR,
PALEANNARAM (V),
CHILKUR (M),
KODAD,
NALGONDA DIST., A.P.",MCA,PG,South-Central,Telangana,NALGONDA,KODAD,Unaided - Private,N,N,1078
2017-2018,1-3323929505,RADHARAMAN  INSTITUTE OF RESEARCH AND TECHONOLOGY,"FATEHPUR DOBRA, BHADBHADA ROAD, BHOPAL",ENGINEERING AND TECHNOLOGY,DIPLOMA,Central,Madhya Pradesh,BHOPAL,BHOPAL,Unaided - Private,N,N,1079
2017-2018,1-3323929505,RADHARAMAN  INSTITUTE OF RESEARCH AND TECHONOLOGY,"FATEHPUR DOBRA, BHADBHADA ROAD, BHOPAL",ENGINEERING AND TECHNOLOGY,UG,Central,Madhya Pradesh,BHOPAL,BHOPAL,Unaided - Private,N,N,1080
2017-2018,1-3323929505,RADHARAMAN  INSTITUTE OF RESEARCH AND TECHONOLOGY,"FATEHPUR DOBRA, BHADBHADA ROAD, BHOPAL",ENGINEERING AND TECHNOLOGY,UG,Central,Madhya Pradesh,BHOPAL,BHOPAL,Unaided - Private,N,N,1081
2017-2018,1-3323929505,RADHARAMAN  INSTITUTE OF RESEARCH AND TECHONOLOGY,"FATEHPUR DOBRA, BHADBHADA ROAD, BHOPAL",ENGINEERING AND TECHNOLOGY,UG,Central,Madhya Pradesh,BHOPAL,BHOPAL,Unaided - Private,N,N,1082
2017-2018,1-3323929505,RADHARAMAN  INSTITUTE OF RESEARCH AND TECHONOLOGY,"FATEHPUR DOBRA, BHADBHADA ROAD, BHOPAL",ENGINEERING AND TECHNOLOGY,UG,Central,Madhya Pradesh,BHOPAL,BHOPAL,Unaided - Private,N,N,1083
2017-2018,1-3323929505,RADHARAMAN  INSTITUTE OF RESEARCH AND TECHONOLOGY,"FATEHPUR DOBRA, BHADBHADA ROAD, BHOPAL",ENGINEERING AND TECHNOLOGY,PG,Central,Madhya Pradesh,BHOPAL,BHOPAL,Unaided - Private,N,N,1084
2017-2018,1-3323929505,RADHARAMAN  INSTITUTE OF RESEARCH AND TECHONOLOGY,"FATEHPUR DOBRA, BHADBHADA ROAD, BHOPAL",ENGINEERING AND TECHNOLOGY,DIPLOMA,Central,Madhya Pradesh,BHOPAL,BHOPAL,Unaided - Private,N,N,1085
2017-2018,1-3323929505,RADHARAMAN  INSTITUTE OF RESEARCH AND TECHONOLOGY,"FATEHPUR DOBRA, BHADBHADA ROAD, BHOPAL",ENGINEERING AND TECHNOLOGY,DIPLOMA,Central,Madhya Pradesh,BHOPAL,BHOPAL,Unaided - Private,N,N,1086
2017-2018,1-3323583346,KARMVEER KAKASAHEB WAGH WOMEN’S POLYTECHNIC,"HIRABAI HARIDAS VIDYANAGARI, AMRUTDHAM, PANCHAVATI.",ENGINEERING AND TECHNOLOGY,DIPLOMA,Western,Maharashtra,NASHIK,NASHIK,Unaided - Private,Y,N,1087
2017-2018,1-3323583346,KARMVEER KAKASAHEB WAGH WOMEN’S POLYTECHNIC,"HIRABAI HARIDAS VIDYANAGARI, AMRUTDHAM, PANCHAVATI.",ENGINEERING AND TECHNOLOGY,DIPLOMA,Western,Maharashtra,NASHIK,NASHIK,Unaided - Private,Y,N,1088
2017-2018,1-3323583346,KARMVEER KAKASAHEB WAGH WOMEN’S POLYTECHNIC,"HIRABAI HARIDAS VIDYANAGARI, AMRUTDHAM, PANCHAVATI.",ENGINEERING AND TECHNOLOGY,DIPLOMA,Western,Maharashtra,NASHIK,NASHIK,Unaided - Private,Y,N,1089
2017-2018,1-3323583346,KARMVEER KAKASAHEB WAGH WOMEN’S POLYTECHNIC,"HIRABAI HARIDAS VIDYANAGARI, AMRUTDHAM, PANCHAVATI.",ENGINEERING AND TECHNOLOGY,DIPLOMA,Western,Maharashtra,NASHIK,NASHIK,Unaided - Private,Y,N,1090
2017-2018,1-3323755614,JAI NARAIN COLLEGE OF TECHNOLOGY & SCIENCE,"NEW CHOUKSEY NAGAR, LAMBAKHEDA,BERASIA ROAD, BHOPAL",ENGINEERING AND TECHNOLOGY,UG,Central,Madhya Pradesh,BHOPAL,BHOPAL,Unaided - Private,N,N,1091
2017-2018,1-3323755614,JAI NARAIN COLLEGE OF TECHNOLOGY & SCIENCE,"NEW CHOUKSEY NAGAR, LAMBAKHEDA,BERASIA ROAD, BHOPAL",ENGINEERING AND TECHNOLOGY,UG,Central,Madhya Pradesh,BHOPAL,BHOPAL,Unaided - Private,N,N,1092
2017-2018,1-3323755614,JAI NARAIN COLLEGE OF TECHNOLOGY & SCIENCE,"NEW CHOUKSEY NAGAR, LAMBAKHEDA,BERASIA ROAD, BHOPAL",ENGINEERING AND TECHNOLOGY,UG,Central,Madhya Pradesh,BHOPAL,BHOPAL,Unaided - Private,N,N,1093
2017-2018,1-3323755614,JAI NARAIN COLLEGE OF TECHNOLOGY & SCIENCE,"NEW CHOUKSEY NAGAR, LAMBAKHEDA,BERASIA ROAD, BHOPAL",ENGINEERING AND TECHNOLOGY,DIPLOMA,Central,Madhya Pradesh,BHOPAL,BHOPAL,Unaided - Private,N,N,1094
2017-2018,1-3323755614,JAI NARAIN COLLEGE OF TECHNOLOGY & SCIENCE,"NEW CHOUKSEY NAGAR, LAMBAKHEDA,BERASIA ROAD, BHOPAL",ENGINEERING AND TECHNOLOGY,DIPLOMA,Central,Madhya Pradesh,BHOPAL,BHOPAL,Unaided - Private,N,N,1095
2017-2018,1-3323856970,"JAGADGURU DATTATRAY COLLEGE OF TECHNOLOGY, INDORE","VILLAGE SINHASA, DHAR ROAD, INFRONT OF TAFREEH GARDEN, INDORE (M.P.)",ENGINEERING AND TECHNOLOGY,UG,Central,Madhya Pradesh,INDORE,INDORE,Unaided - Private,N,N,1096
2017-2018,1-3323856970,"JAGADGURU DATTATRAY COLLEGE OF TECHNOLOGY, INDORE","VILLAGE SINHASA, DHAR ROAD, INFRONT OF TAFREEH GARDEN, INDORE (M.P.)",ENGINEERING AND TECHNOLOGY,UG,Central,Madhya Pradesh,INDORE,INDORE,Unaided - Private,N,N,1097
2017-2018,1-3323856970,"JAGADGURU DATTATRAY COLLEGE OF TECHNOLOGY, INDORE","VILLAGE SINHASA, DHAR ROAD, INFRONT OF TAFREEH GARDEN, INDORE (M.P.)",ENGINEERING AND TECHNOLOGY,UG,Central,Madhya Pradesh,INDORE,INDORE,Unaided - Private,N,N,1098
2017-2018,1-3323856970,"JAGADGURU DATTATRAY COLLEGE OF TECHNOLOGY, INDORE","VILLAGE SINHASA, DHAR ROAD, INFRONT OF TAFREEH GARDEN, INDORE (M.P.)",ENGINEERING AND TECHNOLOGY,UG,Central,Madhya Pradesh,INDORE,INDORE,Unaided - Private,N,N,1099
2017-2018,1-3323856970,"JAGADGURU DATTATRAY COLLEGE OF TECHNOLOGY, INDORE","VILLAGE SINHASA, DHAR ROAD, INFRONT OF TAFREEH GARDEN, INDORE (M.P.)",ENGINEERING AND TECHNOLOGY,UG,Central,Madhya Pradesh,INDORE,INDORE,Unaided - Private,N,N,1100
2017-2018,1-3323856970,"JAGADGURU DATTATRAY COLLEGE OF TECHNOLOGY, INDORE","VILLAGE SINHASA, DHAR ROAD, INFRONT OF TAFREEH GARDEN, INDORE (M.P.)",ENGINEERING AND TECHNOLOGY,PG,Central,Madhya Pradesh,INDORE,INDORE,Unaided - Private,N,N,1101
2017-2018,1-3323856970,"JAGADGURU DATTATRAY COLLEGE OF TECHNOLOGY, INDORE","VILLAGE SINHASA, DHAR ROAD, INFRONT OF TAFREEH GARDEN, INDORE (M.P.)",ENGINEERING AND TECHNOLOGY,PG,Central,Madhya Pradesh,INDORE,INDORE,Unaided - Private,N,N,1102
2017-2018,1-3421400501,UNITED SCHOOL OF BUSINESS,"50, KNOWLEDGE PARK III,
GREATER NOIDA",MANAGEMENT,PG,Northern,Uttar Pradesh,GAUTAM BUDDHA NAGAR,GREATER NOIDA,Unaided - Private,N,N,1103
2017-2018,1-3324463647,BIRLA INSTITUTE OF MANAGEMENT TECHNOLOGY,"IDCO, PLOT NO. 2, INDUSTRIAL AREA, GOTHAPATNA",MANAGEMENT,PG,Eastern,Odisha,KHORDHA,BHUBANESWAR,Unaided - Private,N,N,1104
2017-2018,1-3324074502,K.B.RAVAL INSTITUTE OF COMPUTER STUDIES,"AT:SHERTHA,PO:KASTURINAGAR",MCA,PG,Central,Gujarat,GANDHINAGAR,SHERTHA,Unaided - Private,N,N,1105
2017-2018,1-3323443709,"ASHOKRAO MANE POLYTECHNIC, SAVE","GAT NO. 878, AT POST - SAVE, TALUKA - SHAHUWADI, DISTRICT - KOLHAPUR",ENGINEERING AND TECHNOLOGY,DIPLOMA,Western,Maharashtra,KOLHAPUR,SAVE,Unaided - Private,N,N,1106
2017-2018,1-3323443709,"ASHOKRAO MANE POLYTECHNIC, SAVE","GAT NO. 878, AT POST - SAVE, TALUKA - SHAHUWADI, DISTRICT - KOLHAPUR",ENGINEERING AND TECHNOLOGY,DIPLOMA,Western,Maharashtra,KOLHAPUR,SAVE,Unaided - Private,N,N,1107
2017-2018,1-3323443709,"ASHOKRAO MANE POLYTECHNIC, SAVE","GAT NO. 878, AT POST - SAVE, TALUKA - SHAHUWADI, DISTRICT - KOLHAPUR",ENGINEERING AND TECHNOLOGY,DIPLOMA,Western,Maharashtra,KOLHAPUR,SAVE,Unaided - Private,N,N,1108
2017-2018,1-3323443709,"ASHOKRAO MANE POLYTECHNIC, SAVE","GAT NO. 878, AT POST - SAVE, TALUKA - SHAHUWADI, DISTRICT - KOLHAPUR",ENGINEERING AND TECHNOLOGY,DIPLOMA,Western,Maharashtra,KOLHAPUR,SAVE,Unaided - Private,N,N,1109
2017-2018,1-3326835039,POORNIMA SCHOOL OF MANAGEMENT,"ISI-2, RIICO INSTITUTIONAL AREA, GONER ROAD, SITAPURA,",MANAGEMENT,PG,North-West,Rajasthan,JAIPUR,JAIPUR,Unaided - Private,N,N,1110
2017-2018,1-3326835237,APEX GROUP OF INSTITUTIONS,"IS-2018, INDUSTRIAL AREA, RAMCHANDPURA, SITAPURA (EXT.)",ENGINEERING AND TECHNOLOGY,UG,North-West,Rajasthan,JAIPUR,JAIPUR,Unaided - Private,N,N,1111
2017-2018,1-3326835237,APEX GROUP OF INSTITUTIONS,"IS-2018, INDUSTRIAL AREA, RAMCHANDPURA, SITAPURA (EXT.)",ENGINEERING AND TECHNOLOGY,UG,North-West,Rajasthan,JAIPUR,JAIPUR,Unaided - Private,N,N,1112
2017-2018,1-3326835237,APEX GROUP OF INSTITUTIONS,"IS-2018, INDUSTRIAL AREA, RAMCHANDPURA, SITAPURA (EXT.)",ENGINEERING AND TECHNOLOGY,PG,North-West,Rajasthan,JAIPUR,JAIPUR,Unaided - Private,N,N,1113
2017-2018,1-3324802821,KUKREJA INSTITUTE OF TECHNOLOGY,PO JHAJRA NATIONAL HIGHWAY 72 MAIN ROAD  NEXT TO DOON GLOBAL SCHOOL,ENGINEERING AND TECHNOLOGY,DIPLOMA,Northern,Uttarakhand,DEHRADUN,DEHRADUN,Unaided - Private,N,N,1114
2017-2018,1-3324802821,KUKREJA INSTITUTE OF TECHNOLOGY,PO JHAJRA NATIONAL HIGHWAY 72 MAIN ROAD  NEXT TO DOON GLOBAL SCHOOL,ENGINEERING AND TECHNOLOGY,DIPLOMA,Northern,Uttarakhand,DEHRADUN,DEHRADUN,Unaided - Private,N,N,1115
2017-2018,1-3324802821,KUKREJA INSTITUTE OF TECHNOLOGY,PO JHAJRA NATIONAL HIGHWAY 72 MAIN ROAD  NEXT TO DOON GLOBAL SCHOOL,ENGINEERING AND TECHNOLOGY,DIPLOMA,Northern,Uttarakhand,DEHRADUN,DEHRADUN,Unaided - Private,N,N,1116
2017-2018,1-3324802821,KUKREJA INSTITUTE OF TECHNOLOGY,PO JHAJRA NATIONAL HIGHWAY 72 MAIN ROAD  NEXT TO DOON GLOBAL SCHOOL,ENGINEERING AND TECHNOLOGY,DIPLOMA,Northern,Uttarakhand,DEHRADUN,DEHRADUN,Unaided - Private,N,N,1117
2017-2018,1-3324802821,KUKREJA INSTITUTE OF TECHNOLOGY,PO JHAJRA NATIONAL HIGHWAY 72 MAIN ROAD  NEXT TO DOON GLOBAL SCHOOL,ENGINEERING AND TECHNOLOGY,DIPLOMA,Northern,Uttarakhand,DEHRADUN,DEHRADUN,Unaided - Private,N,N,1118
2017-2018,1-3325541713,ST.PETER'S COLLEGE OF PHARMACY,"HYD MAIN ROAD, MADIKONDA, KAZIPET, WARANGAL",PHARMACY,UG,South-Central,Telangana,WARANGAL,WARANGAL,Unaided - Private,N,N,1119
2017-2018,1-3325541713,ST.PETER'S COLLEGE OF PHARMACY,"HYD MAIN ROAD, MADIKONDA, KAZIPET, WARANGAL",PHARMACY,PG,South-Central,Telangana,WARANGAL,WARANGAL,Unaided - Private,N,N,1120
2017-2018,1-3325541713,ST.PETER'S COLLEGE OF PHARMACY,"HYD MAIN ROAD, MADIKONDA, KAZIPET, WARANGAL",PHARMACY,PG,South-Central,Telangana,WARANGAL,WARANGAL,Unaided - Private,N,N,1121
2017-2018,1-3325541713,ST.PETER'S COLLEGE OF PHARMACY,"HYD MAIN ROAD, MADIKONDA, KAZIPET, WARANGAL",PHARMACY,PG,South-Central,Telangana,WARANGAL,WARANGAL,Unaided - Private,N,N,1122
2017-2018,1-3325541713,ST.PETER'S COLLEGE OF PHARMACY,"HYD MAIN ROAD, MADIKONDA, KAZIPET, WARANGAL",PHARMACY,PG,South-Central,Telangana,WARANGAL,WARANGAL,Unaided - Private,N,N,1123
2017-2018,1-3324973970,VIVEKANANDHA INSTITUTE OF ENGINEERING AND TECHNOLOGY FOR WOMEN,"SATHINAICKENPALAYAM VILLAGE,
ELAYAMPALAYAM(POST),
THIRUCHENGODE(T.K),
NAMAKKAL(D.T),
TAMIL NADU,
INDIA.",ENGINEERING AND TECHNOLOGY,UG,Southern,Tamil Nadu,NAMAKKAL,THIRUCHENGODE,Unaided - Private,Y,N,1124
2017-2018,1-3324973970,VIVEKANANDHA INSTITUTE OF ENGINEERING AND TECHNOLOGY FOR WOMEN,"SATHINAICKENPALAYAM VILLAGE,
ELAYAMPALAYAM(POST),
THIRUCHENGODE(T.K),
NAMAKKAL(D.T),
TAMIL NADU,
INDIA.",ENGINEERING AND TECHNOLOGY,UG,Southern,Tamil Nadu,NAMAKKAL,THIRUCHENGODE,Unaided - Private,Y,N,1125
2017-2018,1-3324973970,VIVEKANANDHA INSTITUTE OF ENGINEERING AND TECHNOLOGY FOR WOMEN,"SATHINAICKENPALAYAM VILLAGE,
ELAYAMPALAYAM(POST),
THIRUCHENGODE(T.K),
NAMAKKAL(D.T),
TAMIL NADU,
INDIA.",ENGINEERING AND TECHNOLOGY,UG,Southern,Tamil Nadu,NAMAKKAL,THIRUCHENGODE,Unaided - Private,Y,N,1126
2017-2018,1-3324973970,VIVEKANANDHA INSTITUTE OF ENGINEERING AND TECHNOLOGY FOR WOMEN,"SATHINAICKENPALAYAM VILLAGE,
ELAYAMPALAYAM(POST),
THIRUCHENGODE(T.K),
NAMAKKAL(D.T),
TAMIL NADU,
INDIA.",ENGINEERING AND TECHNOLOGY,UG,Southern,Tamil Nadu,NAMAKKAL,THIRUCHENGODE,Unaided - Private,Y,N,1127
2017-2018,1-3324973970,VIVEKANANDHA INSTITUTE OF ENGINEERING AND TECHNOLOGY FOR WOMEN,"SATHINAICKENPALAYAM VILLAGE,
ELAYAMPALAYAM(POST),
THIRUCHENGODE(T.K),
NAMAKKAL(D.T),
TAMIL NADU,
INDIA.",MCA,PG,Southern,Tamil Nadu,NAMAKKAL,THIRUCHENGODE,Unaided - Private,Y,N,1128
2017-2018,1-3324973970,VIVEKANANDHA INSTITUTE OF ENGINEERING AND TECHNOLOGY FOR WOMEN,"SATHINAICKENPALAYAM VILLAGE,
ELAYAMPALAYAM(POST),
THIRUCHENGODE(T.K),
NAMAKKAL(D.T),
TAMIL NADU,
INDIA.",MANAGEMENT,PG,Southern,Tamil Nadu,NAMAKKAL,THIRUCHENGODE,Unaided - Private,Y,N,1129
